Record_ID,Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Scheme_Code,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Beneficiaries_Target,Beneficiaries_Covered,Status,Audit_Remarks,Nodal_Officer_Contact
GFU00091,2022-23,2024-08-06,Kerala,Kollam,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,271.12,254.93,0.0,0.0,18,0.0,2226,0.0,Not Started,Beneficiary list under revision,Pooja Verma - Block Development Officer - pooja.verma@nic.in
GFU00308,2022-23,2022-06-08,Uttar Pradesh,varanasi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),State Nodal Agency,196.46,103.99,0.0,0.0,495,0.0,4197,0.0,Not Started,  Delay due to - land acquisition dispute  ,Lakshmi Mishra - Block Development Officer - lakshmi.mishra@nic.in
GFU00342,2023-24,2023-06-18,West Bengal,siliguri,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,608.11,388.13,250.4,64.51,179,158.0,4884,4047.0,Ongoing,Work completed as per schedule,Lakshmi Nair - Scheme Nodal Officer - lakshmi.nair@nic.in
GFU00381,2021-22,2024-10-23,Tamil Nadu,Salem,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),648.96,632.89,538.64,85.11,26,26.0,3977,3996.0,Completed,No remarks recorded,Anjali Chatterjee - District Collector Office - anjali.chatterjee@nic.in
GFU00345,2024-25,2024-03-21,Karnataka,Hubballi,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),State Nodal Agency,666.74,579.2,569.19,98.27,319,318.0,1220,1173.0,Completed,Awaiting third-party audit clearance,Ramesh Chatterjee - Assistant Engineer - ramesh.chatterjee@nic.in
GFU00472,2022-23,2022-12-10,Uttar Pradesh,Varanasi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,162.64,137.4,126.98,92.42,199,113.0,1286,663.0,Ongoing,Delay due to - heavy monsoon rainfall,Manoj Iyer - District Collector Office - manoj.iyer@nic.in
GFU00805,2023-24,2024-11-19,Karnataka,Belagavi,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),State Nodal Agency,343.91,301.76,270.71,89.71,84,82.0,2443,2184.0,Completed,Beneficiary list under revision,Arvind Naik - District Collector Office - arvind.naik@nic.in
GFU00552,2022-23,2023-05-28,Bihar,darbhanga,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,515.71,312.46,283.72,90.8,349,135.0,417,164.0,Ongoing,Delay due to - contractor mobilisation issue,Ramesh Nair - Scheme Nodal Officer - ramesh.nair@nic.in
GFU00599,2023-24,2024-02-11,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Urban Local Body (ULB),562.24,506.91,453.99,89.56,93,88.0,600,560.0,Ongoing,Work completed as per schedule,Lakshmi Kumar - Block Development Officer - lakshmi.kumar@nic.in
GFU00694,2023-24,2024-03-21,Madhya Pradesh, Ujjain,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),748.08,430.58,421.25,97.83,242,241.0,3618,3270.0,Completed,Material procurement in progress,Ashok Sharma - Assistant Engineer - ashok.sharma@nic.in
GFU00033,2022-23,2024-01-27,Madhya Pradesh,Indore,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Urban Local Body (ULB),370.93,281.72,122.82,43.6,237,2.0,4344,38.0,Delayed,Material procurement in progress,Lakshmi Naik - Scheme Nodal Officer - lakshmi.naik@nic.in
GFU00937,2022-23,2023-01-25,Madhya Pradesh,Gwalior,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,458.08,247.43,,,345,343.0,425,405.0,Completed,Delay due to - land acquisition dispute,Arvind Patel - Scheme Nodal Officer - arvind.patel@nic.in
GFU00658,2023-24,2022-04-08,Madhya Pradesh,Gwalior,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Urban Local Body (ULB),703.23,475.25,164.51,34.62,299,7.0,2646,56.0,Ongoing,  No remarks recorded  ,Kavita Iyer - District Collector Office - kavita.iyer@nic.in
GFU00671,2022-23,2021-05-16,Kerala,Thiruvananthapuram ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,397.96,293.44,285.49,97.29,342,342.0,4984,4865.0,Completed,Material procurement in progress,Rakesh Singh - District Collector Office - rakesh.singh@nic.in
GFU00173,2022-23,2024-09-23,Karnataka,Hubballi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),State Nodal Agency,750.91,582.15,505.08,86.76,252,251.0,484,436.0,Completed,  Material procurement in progress  ,Ashok Das - Block Development Officer - ashok.das@nic.in
GFU00851,2022-23,2021-08-21,Kerala,Thiruvananthapuram,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),State Nodal Agency,340.26,250.25,212.78,85.03,393,393.0,1402,1418.0,Completed,Fund utilization certificate pending,Manoj Naik - Assistant Engineer - manoj.naik@nic.in
GFU00852,2023-24,2023-11-14,West Bengal,Durgapur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,203.88,183.18,169.72,92.65,197,184.0,3957,3670.0,Delayed,Awaiting third-party audit clearance,Rakesh Mishra - District Programme Coordinator - rakesh.mishra@nic.in
GFU00409,2021-22,2025-01-05,Maharashtra,Nashik ,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,137.21,78.48,61.76,78.7,87,2.0,1979,46.0,Ongoing,,Ramesh Rao - District Programme Coordinator - ramesh.rao@nic.in
GFU00958,2023-24,2022-12-27,Gujarat,Rajkot,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,92.03,62.91,61.96,98.49,89,89.0,4859,4866.0,Completed,Beneficiary list under revision,Ganesh Chatterjee - Scheme Nodal Officer - ganesh.chatterjee@nic.in
GFU00904,2024-25,2023-06-01,Uttar Pradesh,Kanpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),NGO / Partner Organisation,170.08,87.74,0.0,0.0,315,0.0,1104,0.0,Not Started,Awaiting third-party audit clearance,Kavita Chatterjee - Scheme Nodal Officer - kavita.chatterjee@nic.in
GFU00201,2023-24,2023-04-20,Gujarat,Vadodara,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,517.51,266.49,259.59,97.41,230,108.0,2434,1045.0,Ongoing,Awaiting third-party audit clearance,Vinod Naik - Block Development Officer - vinod.naik@nic.in
GFU00293,2024-25,2021-09-08,Karnataka,Mangaluru,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,685.42,552.54,482.48,87.32,456,455.0,132,131.0,Completed,  Awaiting third-party audit clearance  ,Pooja Mishra - District Collector Office - pooja.mishra@nic.in
GFU00584,2021-22,2023-05-25,Tamil Nadu,Coimbatore,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,District Panchayat / Zilla Parishad,684.47,345.7,261.06,75.52,286,171.0,2394,1427.0,Ongoing,Fund utilization certificate pending,Meera Verma - Block Development Officer - meera.verma@nic.in
GFU00867,2023-24,2023-03-18,Gujarat,Surat,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,93.38,69.29,24.48,35.33,137,28.0,940,182.0,Ongoing,,Ganesh Singh - Scheme Nodal Officer - ganesh.singh@nic.in
GFU00511,2021-22,2023-06-10,Kerala,Kozhikode,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,450.12,229.16,72.63,31.69,9,6.0,2688,1758.0,Ongoing,  No remarks recorded  ,Anjali Verma - Block Development Officer - anjali.verma@nic.in
GFU00911,2024-25,2024-02-17,Maharashtra,pune,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,NGO / Partner Organisation,551.57,514.88,458.27,89.01,224,224.0,2443,2330.0,Completed,  No remarks recorded  ,Rakesh Chatterjee - Scheme Nodal Officer - rakesh.chatterjee@nic.in
GFU00845,2022-23,2025-03-04,West Bengal, Siliguri,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),NGO / Partner Organisation,108.48,82.22,41.67,50.68,87,52.0,1986,1226.0,Ongoing,Material procurement in progress,Arvind Chatterjee - District Collector Office - arvind.chatterjee@nic.in
GFU00881,2023-24,2024-11-16,Karnataka,Belagavi,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,114.67,79.23,71.04,89.66,405,405.0,795,795.0,Completed,Beneficiary list under revision,Lakshmi Singh - Block Development Officer - lakshmi.singh@nic.in
GFU00976,2024-25,2023-08-26,Gujarat,Rajkot ,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,686.01,625.5,0.0,0.0,438,0.0,2563,0.0,Not Started,  Delay due to - land acquisition dispute  ,Manoj Naik - District Collector Office - manoj.naik@nic.in
GFU00961,2022-23,2024-01-20,Madhya Pradesh,Gwalior,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,45.72,27.46,25.38,92.43,452,294.0,1037,664.0,Ongoing,Delay due to - land acquisition dispute,Meera Chatterjee - District Programme Coordinator - meera.chatterjee@nic.in
GFU00490,2023-24,2022-11-29,Karnataka,Mangaluru,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,270.45,225.45,165.34,73.34,487,409.0,839,690.0,Ongoing,Delay due to - land acquisition dispute,Kavita Iyer - District Programme Coordinator - kavita.iyer@nic.in
GFU00878,2024-25,2024-03-13,Madhya Pradesh,bhopal,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,608.99,346.32,336.89,97.28,231,231.0,3342,3279.0,Completed,No remarks recorded,Vinod Rao - District Collector Office - vinod.rao@nic.in
GFU00965,2022-23,2021-04-26,Bihar,Patna,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Gram Panchayat,382.48,197.04,78.93,40.06,232,4.0,912,14.0,Ongoing,Awaiting third-party audit clearance,Manoj Rao - Scheme Nodal Officer - manoj.rao@nic.in
GFU00134,2024-25,2021-08-09,Bihar,Muzaffarpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),NGO / Partner Organisation,262.75,165.28,,,210,80.0,426,154.0,Delayed,Utilization certificate submitted and verified,Rakesh Singh - Assistant Engineer - rakesh.singh@nic.in
GFU00061,2021-22,2021-08-23,Bihar,Darbhanga,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,527.13,462.29,454.61,98.34,436,435.0,4844,4862.0,Completed,Utilization certificate submitted and verified,Sunita Sharma - Scheme Nodal Officer - sunita.sharma@nic.in
GFU00691,2022-23,2022-04-14,Madhya Pradesh, Gwalior,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,756.6,590.54,355.12,60.13,23,10.0,4677,1862.0,Delayed,Work completed as per schedule,Deepa Das - Scheme Nodal Officer - deepa.das@nic.in
GFU00027,2022-23,2024-07-26,Gujarat,Bhavnagar,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),NGO / Partner Organisation,179.32,112.42,109.34,97.26,443,380.0,2865,2233.0,Delayed,Delay due to - heavy monsoon rainfall,Manoj Iyer - Block Development Officer - manoj.iyer@nic.in
GFU00101,2023-24,2022-04-27,Tamil Nadu,Tiruchirappalli,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Urban Local Body (ULB),402.61,328.54,303.07,92.25,223,223.0,3826,3844.0,Completed,Work completed as per schedule,Meera Reddy - District Programme Coordinator - meera.reddy@nic.in
GFU00532,2022-23,2021-05-18,Karnataka,Hubballi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,64.26,34.25,34.01,99.3,86,86.0,198,200.0,Completed,Fund utilization certificate pending,Pooja Naik - Block Development Officer - pooja.naik@nic.in
GFU00589,2023-24,2023-04-09,Maharashtra,Nagpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,72.44,58.77,58.09,98.84,480,111.0,1920,441.0,Ongoing,Work completed as per schedule,Manoj Mishra - District Programme Coordinator - manoj.mishra@nic.in
GFU00999,2022-23,2023-02-06,Madhya Pradesh,Jabalpur,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,425.18,346.94,0.0,0.0,6,0.0,2744,0.0,Not Started,Utilization certificate submitted and verified,Meera Rao - District Collector Office - meera.rao@nic.in
GFU00777,2024-25,2024-02-06,Bihar,gaya,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,514.24,300.82,295.2,98.13,301,299.0,2742,2549.0,Completed,Utilization certificate submitted and verified,Lakshmi Sharma - District Collector Office - lakshmi.sharma@nic.in
GFU00789,2023-24,2022-05-08,Uttar Pradesh,Varanasi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),NGO / Partner Organisation,82.49,50.56,45.21,89.42,337,241.0,466,,Ongoing,,Ramesh Das - Assistant Engineer - ramesh.das@nic.in
GFU00521,2022-23,2024-11-29,Bihar,Gaya,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,281.71,240.25,193.82,80.67,307,148.0,1050,528.0,Ongoing,Beneficiary list under revision,Ganesh Rao - Block Development Officer - ganesh.rao@nic.in
GFU00364,2022-23,2022-09-18,West Bengal,Kolkata,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,761.49,530.28,0.0,0.0,148,0.0,388,0.0,Not Started,Delay due to - heavy monsoon rainfall,Ramesh Chatterjee - Block Development Officer - ramesh.chatterjee@nic.in
GFU00310,2022-23,2024-05-19,Kerala,Thrissur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,298.65,270.8,0.0,0.0,14,0.0,721,0.0,Not Started,Work completed as per schedule,Anjali Naik - Assistant Engineer - anjali.naik@nic.in
GFU00796,2021-22,2021-08-25,Kerala, Kollam,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),State Nodal Agency,43.2,40.32,34.86,86.46,477,477.0,4045,4063.0,Completed,Delay due to - contractor mobilisation issue,Arvind Kumar - Block Development Officer - arvind.kumar@nic.in
GFU00829,2022-23,2023-03-22,Gujarat, Vadodara,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,578.08,313.58,136.91,43.66,33,11.0,4454,1514.0,Ongoing,Delay due to - contractor mobilisation issue,Anjali Yadav - Assistant Engineer - anjali.yadav@nic.in
GFU00605,2024-25,2023-05-21,Kerala,Kollam,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),NGO / Partner Organisation,496.16,481.23,462.09,96.02,259,168.0,2210,1374.0,Ongoing,Delay due to - land acquisition dispute,Rakesh Naik - District Collector Office - rakesh.naik@nic.in
GFU00253,2021-22,2022-01-18,Madhya Pradesh,Jabalpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),State Nodal Agency,147.05,75.51,67.29,89.11,24,23.0,4891,4326.0,Completed,Delay due to - contractor mobilisation issue,Ashok Nair - District Programme Coordinator - ashok.nair@nic.in
GFU00545,2024-25,2024-09-03,Bihar, Patna,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,NGO / Partner Organisation,148.25,89.22,58.6,65.68,64,39.0,4849,2945.0,Ongoing,  No remarks recorded  ,Meera Patel - Block Development Officer - meera.patel@nic.in
GFU00482,2021-22,2022-09-12,Karnataka,Belagavi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,101.89,98.65,31.54,31.97,387,272.0,243,167.0,Ongoing,,Sanjay Iyer - Scheme Nodal Officer - sanjay.iyer@nic.in
GFU00442,2024-25,2024-11-12,Gujarat,Bhavnagar ,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),NGO / Partner Organisation,222.06,122.99,100.89,82.03,178,158.0,3363,2693.0,Ongoing,Work completed as per schedule,Manoj Rao - Scheme Nodal Officer - manoj.rao@nic.in
GFU00648,2022-23,2021-11-09,Bihar,Darbhanga,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,295.17,199.37,,,317,259.0,206,171.0,Delayed,Utilization certificate submitted and verified,Ganesh Singh - Block Development Officer - ganesh.singh@nic.in
GFU00477,2024-25,2023-04-25,Karnataka,hubballi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,61.51,46.58,45.54,97.77,462,460.0,948,852.0,Completed,Beneficiary list under revision,Vinod Rao - Assistant Engineer - vinod.rao@nic.in
GFU00023,2023-24,2023-10-22,Uttar Pradesh,Lucknow,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Urban Local Body (ULB),648.33,563.82,,,315,282.0,3213,2661.0,Delayed,Delay due to - heavy monsoon rainfall,Deepa Mishra - Scheme Nodal Officer - deepa.mishra@nic.in
GFU00063,2023-24,2022-10-27,Rajasthan,Jaipur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),NGO / Partner Organisation,143.57,98.39,0.0,0.0,59,0.0,92,0.0,Not Started,Fund utilization certificate pending,Meera Das - District Programme Coordinator - meera.das@nic.in
GFU00149,2023-24,2022-02-09,Maharashtra,Pune,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,616.63,571.39,287.03,50.23,261,213.0,4930,4141.0,Ongoing,  Fund utilization certificate pending  ,Rakesh Das - District Programme Coordinator - rakesh.das@nic.in
GFU00484,2023-24,2022-11-02,Uttar Pradesh,Agra,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,303.09,235.29,225.85,95.99,189,188.0,431,412.0,Completed,Material procurement in progress,Ramesh Reddy - District Programme Coordinator - ramesh.reddy@nic.in
GFU00728,2022-23,2021-06-16,Tamil Nadu,Chennai ,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,268.79,258.04,117.6,45.57,390,23.0,2620,153.0,Ongoing,Delay due to - contractor mobilisation issue,Meera Sharma - Block Development Officer - meera.sharma@nic.in
GFU00902,2024-25,2024-03-12,Kerala,Thrissur ,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,411.36,245.43,227.2,92.57,317,316.0,2841,2573.0,Completed,Fund utilization certificate pending,Lakshmi Rao - District Collector Office - lakshmi.rao@nic.in
GFU00787,2021-22,2024-05-20,Tamil Nadu,Madurai,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),State Nodal Agency,183.98,116.86,38.22,32.71,269,127.0,3757,1668.0,Ongoing,Work completed as per schedule,Sunita Rao - District Collector Office - sunita.rao@nic.in
GFU00258,2023-24,2023-03-01,Bihar,Patna,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,238.79,148.87,129.54,87.02,42,14.0,2773,863.0,Ongoing,Fund utilization certificate pending,Pooja Iyer - Assistant Engineer - pooja.iyer@nic.in
GFU00053,2022-23,2022-07-21,Maharashtra,Kolhapur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),State Nodal Agency,173.19,161.54,,,51,30.0,1806,1011.0,Delayed,Material procurement in progress,Rakesh Kumar - District Collector Office - rakesh.kumar@nic.in
GFU00243,2023-24,2021-08-21,Rajasthan, Jaipur,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Urban Local Body (ULB),460.98,323.08,200.14,61.95,236,78.0,2882,908.0,Delayed,Delay due to - heavy monsoon rainfall,Rakesh Verma - District Programme Coordinator - rakesh.verma@nic.in
GFU00174,2022-23,2022-08-05,Bihar,Bhagalpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,246.54,217.01,202.76,93.43,265,212.0,2246,1714.0,Delayed,Work completed as per schedule,Arvind Nair - Assistant Engineer - arvind.nair@nic.in
GFU00036,2022-23,2025-03-12,Kerala,Kozhikode ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),State Nodal Agency,501.85,291.94,200.97,68.84,259,112.0,3883,1707.0,Delayed,,Manoj Kumar - Assistant Engineer - manoj.kumar@nic.in
GFU00179,2021-22,2022-05-31,Kerala,Kozhikode,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,29.2,25.99,22.47,86.46,305,305.0,2343,2345.0,Completed,  Fund utilization certificate pending  ,Manoj Yadav - District Collector Office - manoj.yadav@nic.in
GFU00680,2023-24,2023-05-16,Uttar Pradesh,Meerut,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,543.23,344.62,156.66,45.46,291,14.0,1100,54.0,Delayed,Material procurement in progress,Ramesh Mishra - Scheme Nodal Officer - ramesh.mishra@nic.in
GFU00739,2023-24,2025-01-29,Maharashtra,Aurangabad,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Urban Local Body (ULB),546.57,540.47,485.76,89.88,285,81.0,1793,466.0,Ongoing,,Arvind Mishra - Scheme Nodal Officer - arvind.mishra@nic.in
GFU00121,2022-23,2024-04-03,West Bengal,Asansol,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,36.27,24.49,14.98,61.17,119,13.0,82,9.0,Ongoing,,Ganesh Sharma - Scheme Nodal Officer - ganesh.sharma@nic.in
GFU00276,2024-25,2022-06-28,Karnataka,Bengaluru,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,186.53,108.22,94.4,87.23,181,179.0,2522,2492.0,Completed,Delay due to - contractor mobilisation issue,Manoj Mishra - Block Development Officer - manoj.mishra@nic.in
GFU00045,2024-25,2021-12-18,Bihar, Gaya,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),326.13,305.21,278.88,91.37,270,269.0,4779,4773.0,Completed,Work completed as per schedule,Rakesh Naik - Scheme Nodal Officer - rakesh.naik@nic.in
GFU00301,2024-25,2024-02-09,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,699.34,583.68,523.7,89.72,201,200.0,3913,,Completed,Delay due to - land acquisition dispute,Kavita Rao - Block Development Officer - kavita.rao@nic.in
GFU00837,2022-23,2023-08-13,Kerala,Kollam,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,747.32,695.1,,,492,295.0,1299,727.0,Ongoing,,Ashok Mishra - Scheme Nodal Officer - ashok.mishra@nic.in
GFU00077,2023-24,2025-03-19,Kerala,thiruvananthapuram,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,47.28,39.63,0.0,0.0,86,0.0,4490,0.0,Not Started,No remarks recorded,Rakesh Rao - Scheme Nodal Officer - rakesh.rao@nic.in
GFU00721,2023-24,2024-01-02,Gujarat,Rajkot,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,571.58,364.52,247.44,67.88,87,85.0,3081,2953.0,Delayed,Beneficiary list under revision,Manoj Reddy - Scheme Nodal Officer - manoj.reddy@nic.in
GFU00369,2024-25,2021-06-18,Uttar Pradesh,Meerut,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,494.47,484.95,189.34,39.04,434,126.0,1364,363.0,Ongoing,Material procurement in progress,Kavita Nair - Assistant Engineer - kavita.nair@nic.in
GFU00213,2021-22,2022-04-20,Tamil Nadu,Coimbatore,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,20.72,20.06,19.57,97.56,197,195.0,3354,3000.0,Completed,Material procurement in progress,Meera Singh - Scheme Nodal Officer - meera.singh@nic.in
GFU00268,2022-23,2021-11-04,Tamil Nadu,Salem ,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),State Nodal Agency,766.18,396.81,0.0,0.0,189,0.0,3240,0.0,Not Started,Delay due to - heavy monsoon rainfall,Rakesh Mishra - Assistant Engineer - rakesh.mishra@nic.in
GFU00312,2023-24,2025-01-01,Uttar Pradesh,Meerut,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,102.21,97.52,58.6,60.09,382,24.0,723,46.0,Delayed,,Ashok Nair - District Programme Coordinator - ashok.nair@nic.in
